timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p
1730736735932,0,INSERT,1585,23019.52,48.67,752.63,52.77,59.30,19611.65,22233.09
1730736736433,0,INSERT,1740,523.26,48.90,58.19,53.44,58.11,96.32,512.25
1730736736934,0,INSERT,1593,805.38,50.69,66.32,58.43,78.21,139.90,601.09
1730736737436,0,INSERT,1743,550.40,49.92,59.49,54.46,59.58,114.43,538.62
1730736737936,0,INSERT,1647,749.57,50.37,62.44,55.55,68.42,116.22,550.91
1730736738437,0,INSERT,1705,744.45,49.34,60.83,54.11,60.16,174.34,728.58
1730736738938,0,INSERT,1737,641.53,49.60,60.78,55.42,60.70,116.48,569.86
1730736739439,0,INSERT,1615,864.25,49.25,63.26,55.62,72.64,121.86,547.84
1730736739939,0,INSERT,1736,552.96,49.38,60.08,54.30,62.11,115.65,546.30
1730736740440,0,INSERT,1597,880.13,48.77,62.39,55.04,66.94,256.77,577.53
1730736740941,0,INSERT,1740,566.27,50.27,60.51,55.07,61.50,105.22,552.45
1730736741442,0,INSERT,1667,3008.51,49.86,65.24,58.11,70.08,103.17,543.74
1730736741943,0,INSERT,1683,1271.81,49.70,58.73,55.30,65.28,85.82,109.44
1730736742443,0,INSERT,1751,93.06,49.76,55.20,54.17,58.46,78.21,92.16
1730736742944,0,INSERT,1634,717.82,48.03,56.26,53.02,63.26,79.23,675.84
1730736743445,0,INSERT,1751,95.23,47.78,52.23,51.81,54.59,61.18,79.61
1730736743946,0,INSERT,1633,746.50,48.35,58.31,55.04,66.50,90.11,281.34
1730736744447,0,INSERT,1750,192.00,48.64,55.41,53.89,60.26,85.12,118.59
1730736744947,0,INSERT,1679,698.37,44.99,54.65,52.93,59.17,75.65,119.49
1730736745449,0,INSERT,1711,131.58,43.07,49.67,47.97,56.41,71.04,83.33
1730736745950,0,INSERT,1751,96.19,43.81,48.91,48.09,52.26,64.25,77.95
1730736746451,0,INSERT,1624,809.47,43.84,53.74,50.30,62.27,80.96,239.23
1730736746951,0,INSERT,1751,147.97,44.22,51.12,48.90,58.72,76.22,116.03
1730736747452,0,INSERT,1596,292.35,43.87,56.36,54.49,64.89,83.39,98.30
1730736747953,0,INSERT,1733,2732.03,44.29,53.89,52.16,56.16,72.96,106.69
1730736748454,0,INSERT,1662,876.54,44.35,56.35,53.63,62.88,78.66,349.18
1730736748955,0,INSERT,1689,811.01,44.86,55.68,52.83,64.32,81.92,125.69
1730736749456,0,INSERT,1752,174.08,48.96,53.63,52.93,56.06,73.53,80.51
1730736749957,0,INSERT,1616,839.68,49.92,59.23,56.16,68.73,86.78,114.88
1730736750458,0,INSERT,1752,87.87,49.09,54.19,53.73,57.38,63.10,78.53
1730736750959,0,INSERT,1639,857.09,47.97,58.54,55.17,68.80,84.42,108.22
1730736751459,0,INSERT,1734,119.49,48.16,54.13,52.67,58.02,75.84,95.94
1730736751960,0,INSERT,1687,167.68,46.46,54.61,53.38,58.46,76.22,102.40
1730736752461,0,INSERT,1698,773.63,43.20,51.27,48.99,58.37,76.48,110.46
1730736752962,0,INSERT,1751,117.31,48.38,53.95,52.67,57.79,75.78,104.13
1730736753463,0,INSERT,1609,243.07,43.23,54.56,52.73,64.16,79.87,101.63
1730736753963,0,INSERT,1752,168.45,43.52,52.27,51.90,56.80,74.50,102.08
1730736754464,0,INSERT,1626,720.38,44.77,59.60,56.22,69.50,94.97,350.72
1730736754965,0,INSERT,1752,119.04,44.64,53.99,53.79,58.27,67.58,85.89
1730736755466,0,INSERT,1689,830.98,43.81,56.59,54.43,63.04,82.56,227.84
1730736755966,0,INSERT,1688,815.10,43.90,55.03,52.96,60.26,80.06,108.73
1730736756467,0,INSERT,1751,152.45,43.68,53.55,53.12,57.57,70.21,93.95
1730736756968,0,INSERT,1621,262.91,45.38,57.12,54.78,66.62,84.03,156.16
