timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p
1730756367361,0,INSERT,1586,9830.40,49.98,165.27,57.95,80.25,4603.90,7532.54
1730756367862,0,INSERT,2252,225.28,52.58,60.26,59.07,64.93,85.89,105.92
1730756368363,0,INSERT,2064,808.45,52.06,61.78,59.04,70.40,89.41,193.41
1730756368863,0,INSERT,2174,320.77,52.51,61.34,59.17,67.84,91.07,236.29
1730756369364,0,INSERT,2078,926.72,51.10,60.11,57.63,68.03,83.97,105.98
1730756369865,0,INSERT,2163,724.48,52.03,59.98,57.47,65.60,85.44,196.86
1730756370366,0,INSERT,2155,824.32,51.14,60.11,57.25,66.24,85.38,770.56
1730756370868,0,INSERT,2134,832.51,52.03,60.45,57.95,67.58,86.97,158.34
1730756371369,0,INSERT,2186,136.70,52.32,60.93,58.85,68.29,89.34,116.09
1730756371870,0,INSERT,2078,1429.50,51.20,63.94,59.23,68.54,89.15,911.36
1730756372371,0,INSERT,2080,28737.53,51.07,923.64,56.99,68.03,23756.80,28409.85
1730756372871,0,INSERT,998,289669.12,29163.52,148870.10,145752.06,254279.68,286785.53,289406.97
1730756373372,0,INSERT,752,601882.62,290193.41,435611.69,423624.70,568852.48,598736.90,601882.62
1730756373873,0,INSERT,676,921698.30,601882.62,760107.47,759169.02,889192.45,919076.86,921174.02
1730756374374,0,INSERT,679,1254096.90,922222.59,1086112.78,1086324.74,1219493.89,1250951.17,1254096.90
1730756374875,0,INSERT,677,1601175.55,1254096.90,1427729.16,1429209.09,1566572.54,1598029.82,1601175.55
1730756375376,0,INSERT,677,1947205.63,1601175.55,1774248.50,1775239.17,1913651.20,1945108.48,1947205.63
1730756375877,0,INSERT,593,2313158.65,1947205.63,2116679.74,2107637.76,2271215.62,2308964.35,2313158.65
1730756376378,0,INSERT,440,2711617.54,2311061.50,2502160.92,2508193.79,2671771.65,2709520.38,2711617.54
1730756376878,0,INSERT,433,3114270.72,2711617.54,2912946.55,2912944.13,3074424.83,3110076.42,3114270.72
1730756377380,0,INSERT,434,3516923.90,3112173.57,3314524.58,3313500.16,3474980.86,3512729.60,3516923.90
1730756377881,0,INSERT,434,3917479.94,3514826.75,3716399.78,3716153.34,3877634.05,3913285.63,3917479.94
1730756378382,0,INSERT,434,4320133.12,3917479.94,4110135.24,4120903.68,4282384.38,4320133.12,0.01
1730756378883,0,INSERT,432,4722786.30,4320133.12,4521034.48,4521459.71,4685037.57,4718592.00,4722786.30
1730756379384,0,INSERT,433,5125439.49,4722786.30,4922471.01,4924112.89,5083496.45,5121245.18,5125439.49
1730756379885,0,INSERT,434,5523898.37,5121245.18,5323857.13,5326766.08,5486149.63,5523898.37,5523898.37
1730756380386,0,INSERT,373,7952400.38,5523898.37,5770902.50,5716836.35,5909774.33,7939817.47,7952400.38
1730756380887,0,INSERT,285,6375342.08,5939134.46,6157142.61,6161432.58,6341787.65,6375342.08,6375342.08
1730756381387,0,INSERT,275,6811549.70,6383730.69,6597220.76,6601834.50,6773800.96,6807355.39,6811549.70
1730756381888,0,INSERT,278,7256145.92,6815744.00,7033244.31,7033847.81,7205814.27,7251951.62,7256145.92
1730756382390,0,INSERT,282,7692353.54,7256145.92,7474963.65,7478444.03,7658799.10,7692353.54,7692353.54
1730756382891,0,INSERT,275,8124366.85,7700742.14,7913744.15,7918845.95,8090812.42,8124366.85,8124366.85
1730756383392,0,INSERT,275,8560574.46,8132755.46,8347084.39,8350859.26,8522825.73,8560574.46,8560574.46
1730756383893,0,INSERT,279,9009364.99,8564768.77,8783240.89,8782872.57,8959033.34,9000976.38,9009364.99
1730756384394,0,INSERT,275,9437184.00,9000976.38,9186513.55,9219080.19,9395240.96,9437184.00,9445572.61
1730756384895,0,INSERT,280,9873391.62,9437184.00,9658733.13,9663676.41,9839837.18,9873391.62,9873391.62
1730756385396,0,INSERT,275,10309599.23,9881780.22,10095659.22,10099884.03,10276044.80,10309599.23,10309599.23
1730756385896,0,INSERT,279,10754195.46,10309599.23,10531686.88,10536091.65,10712252.41,10754195.46,10754195.46
1730756386397,0,INSERT,275,11190403.07,10754195.46,10967982.94,10972299.26,11140071.42,11182014.46,11190403.07
1730756386898,0,INSERT,281,11626610.69,11182014.46,11406641.09,11408506.88,11584667.65,11626610.69,11626610.69
1730756387399,0,INSERT,242,12071206.91,11626610.69,11836637.86,11827937.28,12029263.87,12071206.91,12071206.91
1730756387900,0,INSERT,181,12524191.74,12071206.91,12291326.77,12297699.33,12482248.70,12524191.74,12524191.74
1730756388401,0,INSERT,182,12993953.79,12524191.74,12759948.50,12767461.38,12952010.75,12993953.79,12993953.79
1730756388903,0,INSERT,176,13446938.62,13002342.40,13224020.90,13220446.21,13404995.58,13446938.62,13446938.62
1730756389404,0,INSERT,176,13908312.06,13455327.23,13679770.16,13673431.04,13866369.02,13899923.46,13908312.06
1730756389905,0,INSERT,181,14378074.11,13908312.06,14142289.34,14143193.09,14327742.46,14378074.11,14378074.11
1730756390406,0,INSERT,176,14822670.34,14378074.11,14603422.63,14604566.53,14780727.29,14822670.34,14822670.34
1730756390906,0,INSERT,176,15275655.17,14831058.94,15050020.68,15049162.75,15225323.52,15267266.56,15275655.17
