timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p
1730798170562,0,INSERT,41,11706.37,2191.36,6932.11,6721.53,10764.29,11706.37,11706.37
1730798170562,1,INSERT,39,9060.35,48.45,2111.16,168.19,6488.06,9060.35,9060.35
1730798170562,2,INSERT,20,7843.84,49.60,1907.54,98.62,5910.53,7843.84,7843.84
1730798170562,3,INSERT,2,8237.06,5574.66,6905.86,5578.75,8237.06,8237.06,8237.06
1730798171065,0,INSERT,1773,9863.17,47.78,162.32,50.66,56.22,5451.77,9388.03
1730798171065,1,INSERT,1007,3782.66,48.03,67.25,50.46,53.73,109.63,3082.24
1730798171065,2,INSERT,505,3489.79,49.63,72.14,52.73,60.80,173.44,2433.02
1730798171065,3,INSERT,51,3627.01,52.83,132.13,57.28,81.66,119.87,3627.01
1730798171568,0,INSERT,1759,230.53,48.67,53.84,52.64,56.80,76.35,103.04
1730798171568,1,INSERT,1005,224.64,48.64,54.85,53.34,60.70,85.76,220.67
1730798171568,2,INSERT,502,127.17,49.73,54.04,52.38,56.77,92.16,100.29
1730798171568,3,INSERT,50,118.46,51.55,57.08,54.75,59.77,118.46,118.46
1730798172071,0,INSERT,1583,972.29,47.39,56.49,51.77,66.62,82.50,430.59
1730798172071,1,INSERT,1005,487.42,49.06,56.24,54.02,61.76,74.62,441.34
1730798172071,2,INSERT,503,210.05,50.02,55.75,54.17,61.34,69.06,161.41
1730798172071,3,INSERT,51,96.00,52.67,65.01,63.30,77.82,95.55,96.00
1730798172574,0,INSERT,1709,545.28,48.00,52.99,51.04,57.12,78.78,136.83
1730798172574,1,INSERT,1006,133.12,48.54,53.11,52.09,56.67,65.60,95.68
1730798172574,2,INSERT,504,111.55,49.79,55.34,54.34,59.07,71.94,102.78
1730798172574,3,INSERT,50,85.82,53.79,59.66,57.18,70.59,85.82,85.82
1730798173080,0,INSERT,1568,157.82,48.29,58.12,54.72,71.17,85.12,118.33
1730798173080,1,INSERT,1013,74.56,47.68,51.65,50.72,54.91,62.91,67.65
1730798173080,2,INSERT,506,68.99,49.50,53.69,53.09,57.28,64.00,66.24
1730798173080,3,INSERT,51,91.14,51.71,61.07,58.43,70.46,88.51,91.14
1730798173583,0,INSERT,1760,137.47,48.26,52.57,51.17,57.73,67.45,90.88
1730798173583,1,INSERT,1005,102.91,48.61,54.24,53.31,58.43,69.57,93.95
1730798173583,2,INSERT,502,115.58,49.89,54.50,53.18,58.02,78.14,93.25
1730798173583,3,INSERT,50,89.66,52.70,61.44,58.17,78.53,89.66,89.66
1730798174086,0,INSERT,1734,1245.18,48.74,54.54,51.77,58.53,71.81,86.40
1730798174086,1,INSERT,1005,1361.92,49.54,57.43,54.08,58.81,67.84,899.58
1730798174086,2,INSERT,503,739.33,49.54,57.66,54.66,63.65,71.87,75.78
1730798174086,3,INSERT,50,87.17,53.02,57.93,55.81,63.62,87.17,87.17
1730798174589,0,INSERT,1593,835.58,48.13,57.51,53.18,70.78,83.78,164.74
1730798174589,1,INSERT,1005,535.55,48.35,54.80,53.38,58.34,68.80,328.96
1730798174589,2,INSERT,502,407.55,49.63,55.73,53.73,61.63,70.66,90.11
1730798174589,3,INSERT,50,82.50,51.17,58.33,56.35,64.70,82.50,82.50
1730798175091,0,INSERT,1598,3536.89,48.54,74.01,53.66,72.13,87.74,3248.13
1730798175091,1,INSERT,997,369.92,48.35,53.02,51.33,57.63,68.16,95.04
1730798175091,2,INSERT,502,3387.39,49.28,67.56,52.13,56.54,72.19,2390.01
1730798175091,3,INSERT,51,85.95,53.95,61.30,59.20,67.58,82.56,85.95
1730798175594,0,INSERT,1606,1519.62,48.42,56.88,52.83,65.66,78.46,344.06
1730798175594,1,INSERT,1005,1572.86,48.74,56.42,52.19,57.53,72.13,1115.13
1730798175594,2,INSERT,503,1568.77,48.86,58.36,53.28,58.59,69.31,631.81
1730798175594,3,INSERT,50,88.13,54.18,63.74,60.41,75.07,88.13,88.13
1730798176097,0,INSERT,1759,155.78,48.54,52.79,51.97,56.00,64.25,70.08
1730798176097,1,INSERT,1005,146.81,48.86,54.03,53.25,57.73,66.17,78.33
1730798176097,2,INSERT,503,91.58,49.98,54.97,54.37,58.21,68.93,78.66
1730798176097,3,INSERT,50,97.98,57.79,68.13,64.89,80.19,97.98,97.98
