timestamp,client_id,write_rate_limit_kbs,read_rate_limit_kbs,write_buffer_size_kb,max_write_buffer_number
1730149579040221,0,10240,147816,10240,4
1730149579040221,1,10240,10240,10240,4
1730149579104685,0,10240,147816,10240,4
1730149579104685,1,10240,10240,10240,4
1730149579168172,0,10240,147816,10240,4
1730149579168172,1,10240,10240,10240,4
1730149579230250,0,10240,147816,10240,4
1730149579230250,1,10240,10240,10240,4
1730149579294298,0,10240,147816,10240,4
1730149579294298,1,10240,10240,10240,4
1730149579358713,0,10240,147816,10240,4
1730149579358713,1,10240,10240,10240,4
1730149579424103,0,10240,147816,10240,4
1730149579424103,1,10240,10240,10240,4
1730149579487786,0,10240,147816,10240,4
1730149579487786,1,10240,10240,10240,4
1730149579551239,0,10240,147816,10240,4
1730149579551239,1,10240,10240,10240,4
1730149579614647,0,10240,147816,10240,4
1730149579614647,1,10240,10240,10240,4
1730149579678802,0,10240,147816,10240,4
1730149579678802,1,10240,10240,10240,4
1730149579742795,0,10240,147816,10240,4
1730149579742795,1,10240,10240,10240,4
1730149579807182,0,10240,147816,10240,4
1730149579807182,1,10240,10240,10240,4
1730149579870610,0,10240,147816,10240,4
1730149579870610,1,10240,10240,10240,4
1730149579935924,0,10240,147816,10240,4
1730149579935924,1,10240,10240,10240,4
1730149579999622,0,10240,147816,10240,4
1730149579999622,1,10240,10240,10240,4
1730149580062632,0,10240,147816,10240,4
1730149580062632,1,10240,10240,10240,4
1730149580127552,0,10240,147816,10240,4
1730149580127552,1,10240,10240,10240,4
1730149580192186,0,10240,147816,10240,4
1730149580192186,1,10240,10240,10240,4
1730149580255105,0,10240,147816,10240,4
1730149580255105,1,10240,10240,10240,4
1730149580319021,0,10240,147816,10240,4
1730149580319021,1,10240,10240,10240,4
1730149580382577,0,10240,147816,10240,4
1730149580382577,1,10240,10240,10240,4
1730149580445720,0,10240,147792,10240,4
1730149580445720,1,10240,10240,10240,4
1730149580508575,0,10240,147792,10240,4
1730149580508575,1,10240,10240,10240,4
1730149580572171,0,10240,147792,10240,4
1730149580572171,1,10240,10240,10240,4
1730149580635479,0,10240,147792,10240,4
1730149580635479,1,10240,10240,10240,4
1730149580698822,0,10240,147792,10240,4
1730149580698822,1,10240,10240,10240,4
1730149580763826,0,10240,147792,10240,4
1730149580763826,1,10240,10240,10240,4
1730149580825062,0,10240,147816,10240,4
1730149580825062,1,10240,10240,10240,4
1730149580889269,0,10240,147816,10240,4
1730149580889269,1,10240,10240,10240,4
1730149580952216,0,10240,147816,10240,4
1730149580952216,1,10240,10240,10240,4
1730149581014498,0,10240,147816,10240,4
1730149581014498,1,10240,10240,10240,4
1730149581077008,0,10240,147816,10240,4
1730149581077008,1,10240,10240,10240,4
1730149581142001,0,10240,147816,10240,4
1730149581142001,1,10240,10240,10240,4
1730149581205184,0,10240,147816,10240,4
1730149581205184,1,10240,10240,10240,4
1730149581271074,0,10240,147816,10240,4
1730149581271074,1,10240,10240,10240,4
1730149581334606,0,10240,147816,10240,4
1730149581334606,1,10240,10240,10240,4
1730149581398096,0,10240,147816,10240,4
1730149581398096,1,10240,10240,10240,4
1730149581461422,0,10240,147816,10240,4
1730149581461422,1,10240,10240,10240,4
1730149581526722,0,10240,147816,10240,4
1730149581526722,1,10240,10240,10240,4
1730149581590301,0,10240,147816,10240,4
1730149581590301,1,10240,10240,10240,4
1730149581653945,0,10240,147816,10240,4
1730149581653945,1,10240,10240,10240,4
1730149581718609,0,10240,147816,10240,4
1730149581718609,1,10240,10240,10240,4
1730149581781511,0,10240,147816,10240,4
1730149581781511,1,10240,10240,10240,4
1730149581846120,0,10240,147816,10240,4
1730149581846120,1,10240,10240,10240,4
1730149581908802,0,10240,147816,10240,4
1730149581908802,1,10240,10240,10240,4
1730149581972095,0,10240,147816,10240,4
1730149581972095,1,10240,10240,10240,4
1730149582035682,0,10240,147816,10240,4
1730149582035682,1,10240,10240,10240,4
1730149582098211,0,10240,147816,10240,4
1730149582098211,1,10240,10240,10240,4
1730149582162598,0,10240,147816,10240,4
1730149582162598,1,10240,10240,10240,4
1730149582224981,0,10240,147816,10240,4
1730149582224981,1,10240,10240,10240,4
1730149582289257,0,10240,147816,10240,4
1730149582289257,1,10240,10240,10240,4
1730149582354730,0,10240,147816,10240,4
1730149582354730,1,10240,10240,10240,4
1730149582418422,0,10240,147816,10240,4
1730149582418422,1,10240,10240,10240,4
1730149582481000,0,10240,147816,10240,4
1730149582481000,1,10240,10240,10240,4
1730149582544139,0,10240,147816,10240,4
1730149582544139,1,10240,10240,10240,4
1730149582609826,0,10240,147816,10240,4
1730149582609826,1,10240,10240,10240,4
1730149582671910,0,10240,147816,10240,4
1730149582671910,1,10240,10240,10240,4
1730149582735303,0,10240,147816,10240,4
1730149582735303,1,10240,10240,10240,4
1730149582798827,0,10240,147816,10240,4
1730149582798827,1,10240,10240,10240,4
1730149582862871,0,10240,147816,10240,4
1730149582862871,1,10240,10240,10240,4
1730149582928010,0,10240,147816,10240,4
1730149582928010,1,10240,10240,10240,4
1730149582994090,0,10240,147816,10240,4
1730149582994090,1,10240,10240,10240,4
1730149583057277,0,10240,147816,10240,4
1730149583057277,1,10240,10240,10240,4
1730149583120273,0,10240,147816,10240,4
1730149583120273,1,10240,10240,10240,4
1730149583184488,0,10240,147816,10240,4
1730149583184488,1,10240,10240,10240,4
1730149583248893,0,10240,147816,10240,4
1730149583248893,1,10240,10240,10240,4
1730149583312279,0,10240,147816,10240,4
1730149583312279,1,10240,10240,10240,4
1730149583375530,0,10240,147816,10240,4
1730149583375530,1,10240,10240,10240,4
1730149583439605,0,10240,147816,10240,4
1730149583439605,1,10240,10240,10240,4
1730149583503511,0,10240,147816,10240,4
1730149583503511,1,10240,10240,10240,4
1730149583565458,0,10240,147816,10240,4
1730149583565458,1,10240,10240,10240,4
1730149583629613,0,10240,147816,10240,4
1730149583629613,1,10240,10240,10240,4
1730149583692177,0,10240,147816,10240,4
1730149583692177,1,10240,10240,10240,4
1730149583757211,0,10240,147816,10240,4
1730149583757211,1,10240,10240,10240,4
1730149583820274,0,10240,147816,10240,4
1730149583820274,1,10240,10240,10240,4
1730149583884745,0,10240,147816,10240,4
1730149583884745,1,10240,10240,10240,4
1730149583949413,0,10240,147816,10240,4
1730149583949413,1,10240,10240,10240,4
1730149584015360,0,10240,147816,10240,4
1730149584015360,1,10240,10240,10240,4
1730149584077787,0,10240,147816,10240,4
1730149584077787,1,10240,10240,10240,4
1730149584142027,0,10240,147816,10240,4
1730149584142027,1,10240,10240,10240,4
1730149584205687,0,10240,147816,10240,4
1730149584205687,1,10240,10240,10240,4
1730149584269255,0,10240,147816,10240,4
1730149584269255,1,10240,10240,10240,4
1730149584333975,0,10240,147816,10240,4
1730149584333975,1,10240,10240,10240,4
1730149584399681,0,10240,147816,10240,4
1730149584399681,1,10240,10240,10240,4
1730149584462668,0,10240,147816,10240,4
1730149584462668,1,10240,10240,10240,4
1730149584527695,0,10240,147816,10240,4
1730149584527695,1,10240,10240,10240,4
1730149584592247,0,10240,147816,10240,4
1730149584592247,1,10240,10240,10240,4
1730149584657257,0,10240,147792,10240,4
1730149584657257,1,10240,10240,10240,4
1730149584719629,0,10240,147792,10240,4
1730149584719629,1,10240,10240,10240,4
1730149584781820,0,10240,147816,10240,4
1730149584781820,1,10240,10240,10240,4
1730149584846347,0,10240,147816,10240,4
1730149584846347,1,10240,10240,10240,4
1730149584910357,0,10240,147816,10240,4
1730149584910357,1,10240,10240,10240,4
1730149584971896,0,10240,147816,10240,4
1730149584971896,1,10240,10240,10240,4
1730149585035740,0,10240,147816,10240,4
1730149585035740,1,10240,10240,10240,4
1730149585098190,0,10240,147816,10240,4
1730149585098190,1,10240,10240,10240,4
1730149585160717,0,10240,147816,10240,4
1730149585160717,1,10240,10240,10240,4
1730149585223608,0,10240,147816,10240,4
1730149585223608,1,10240,10240,10240,4
1730149585288693,0,10240,147816,10240,4
1730149585288693,1,10240,10240,10240,4
1730149585352055,0,10240,147816,10240,4
1730149585352055,1,10240,10240,10240,4
1730149585413866,0,10240,147816,10240,4
1730149585413866,1,10240,10240,10240,4
1730149585478608,0,10240,147816,10240,4
1730149585478608,1,10240,10240,10240,4
1730149585543190,0,10240,147816,10240,4
1730149585543190,1,10240,10240,10240,4
1730149585605777,0,10240,147816,10240,4
1730149585605777,1,10240,10240,10240,4
1730149585670719,0,10240,147816,10240,4
1730149585670719,1,10240,10240,10240,4
1730149585736087,0,10240,147816,10240,4
1730149585736087,1,10240,10240,10240,4
1730149585798409,0,10240,147816,10240,4
1730149585798409,1,10240,10240,10240,4
1730149585860549,0,10240,147816,10240,4
1730149585860549,1,10240,10240,10240,4
1730149585924435,0,10240,147816,10240,4
1730149585924435,1,10240,10240,10240,4
1730149585989155,0,10240,147816,10240,4
1730149585989155,1,10240,10240,10240,4
1730149586053140,0,10240,147816,10240,4
1730149586053140,1,10240,10240,10240,4
1730149586117515,0,10240,147816,10240,4
1730149586117515,1,10240,10240,10240,4
1730149586181163,0,10240,147816,10240,4
1730149586181163,1,10240,10240,10240,4
1730149586245446,0,10240,147816,10240,4
1730149586245446,1,10240,10240,10240,4
1730149586309170,0,10240,147816,10240,4
1730149586309170,1,10240,10240,10240,4
1730149586371658,0,10240,147816,10240,4
1730149586371658,1,10240,10240,10240,4
1730149586434346,0,10240,147816,10240,4
1730149586434346,1,10240,10240,10240,4
1730149586496970,0,10240,147816,10240,4
1730149586496970,1,10240,10240,10240,4
1730149586558802,0,10240,147816,10240,4
1730149586558802,1,10240,10240,10240,4
1730149586623631,0,10240,147816,10240,4
1730149586623631,1,10240,10240,10240,4
1730149586687508,0,10240,147816,10240,4
1730149586687508,1,10240,10240,10240,4
1730149586751279,0,10240,147816,10240,4
1730149586751279,1,10240,10240,10240,4
1730149586814579,0,10240,147816,10240,4
1730149586814579,1,10240,10240,10240,4
1730149586876591,0,10240,147792,10240,4
1730149586876591,1,10240,10240,10240,4
1730149586939036,0,10240,147792,10240,4
1730149586939036,1,10240,10240,10240,4
1730149587002386,0,10240,147792,10240,4
1730149587002386,1,10240,10240,10240,4
1730149587064598,0,10240,147792,10240,4
1730149587064598,1,10240,10240,10240,4
1730149587127804,0,10240,147816,10240,4
1730149587127804,1,10240,10240,10240,4
1730149587192922,0,10240,147816,10240,4
1730149587192922,1,10240,10240,10240,4
1730149587256227,0,10240,147816,10240,4
1730149587256227,1,10240,10240,10240,4
1730149587320403,0,10240,147816,10240,4
1730149587320403,1,10240,10240,10240,4
1730149587384563,0,10240,147816,10240,4
1730149587384563,1,10240,10240,10240,4
1730149587447579,0,10240,147816,10240,4
1730149587447579,1,10240,10240,10240,4
1730149587510609,0,10240,147816,10240,4
1730149587510609,1,10240,10240,10240,4
1730149587572833,0,10240,147816,10240,4
1730149587572833,1,10240,10240,10240,4
1730149587635959,0,10240,147816,10240,4
1730149587635959,1,10240,10240,10240,4
1730149587698066,0,10240,147816,10240,4
1730149587698066,1,10240,10240,10240,4
1730149587761206,0,10240,147816,10240,4
1730149587761206,1,10240,10240,10240,4
1730149587823422,0,10240,147816,10240,4
1730149587823422,1,10240,10240,10240,4
1730149587886616,0,10240,147816,10240,4
1730149587886616,1,10240,10240,10240,4
1730149587949033,0,10240,147816,10240,4
1730149587949033,1,10240,10240,10240,4
1730149588012182,0,10240,147816,10240,4
1730149588012182,1,10240,10240,10240,4
1730149588075100,0,10240,147816,10240,4
1730149588075100,1,10240,10240,10240,4
1730149588137848,0,10240,147816,10240,4
1730149588137848,1,10240,10240,10240,4
1730149588202222,0,10240,147816,10240,4
1730149588202222,1,10240,10240,10240,4
1730149588265223,0,10240,147816,10240,4
1730149588265223,1,10240,10240,10240,4
1730149588328424,0,10240,147816,10240,4
1730149588328424,1,10240,10240,10240,4
1730149588393010,0,10240,147816,10240,4
1730149588393010,1,10240,10240,10240,4
1730149588458731,0,10240,147816,10240,4
1730149588458731,1,10240,10240,10240,4
1730149588523220,0,10240,147816,10240,4
1730149588523220,1,10240,10240,10240,4
1730149588586271,0,10240,147816,10240,4
1730149588586271,1,10240,10240,10240,4
1730149588650075,0,10240,147816,10240,4
1730149588650075,1,10240,10240,10240,4
1730149588713237,0,10240,147816,10240,4
1730149588713237,1,10240,10240,10240,4
1730149588780044,0,10240,147816,10240,4
1730149588780044,1,10240,10240,10240,4
1730149588842877,0,10240,147816,10240,4
1730149588842877,1,10240,10240,10240,4
1730149588905207,0,10240,147816,10240,4
1730149588905207,1,10240,10240,10240,4
1730149588967499,0,10240,147816,10240,4
1730149588967499,1,10240,10240,10240,4
1730149589032977,0,10240,147816,10240,4
1730149589032977,1,10240,10240,10240,4
1730149589097208,0,10240,147816,10240,4
1730149589097208,1,10240,10240,10240,4
1730149589161657,0,10240,147816,10240,4
1730149589161657,1,10240,10240,10240,4
1730149589226744,0,10240,147816,10240,4
1730149589226744,1,10240,10240,10240,4
1730149589290502,0,10240,147816,10240,4
1730149589290502,1,10240,10240,10240,4
1730149589354335,0,10240,147816,10240,4
1730149589354335,1,10240,10240,10240,4
1730149589416957,0,10240,147816,10240,4
1730149589416957,1,10240,10240,10240,4
1730149589479557,0,10240,147816,10240,4
1730149589479557,1,10240,10240,10240,4
1730149589545288,0,10240,147816,10240,4
1730149589545288,1,10240,10240,10240,4
1730149589607783,0,10240,147816,10240,4
1730149589607783,1,10240,10240,10240,4
1730149589671026,0,10240,147816,10240,4
1730149589671026,1,10240,10240,10240,4
1730149589735394,0,10240,147816,10240,4
1730149589735394,1,10240,10240,10240,4
1730149589799733,0,10240,147816,10240,4
1730149589799733,1,10240,10240,10240,4
1730149589867168,0,10240,147816,10240,4
1730149589867168,1,10240,10240,10240,4
1730149589931797,0,10240,147816,10240,4
1730149589931797,1,10240,10240,10240,4
1730149590079725,0,10240,147816,10240,4
1730149590079725,1,10240,10240,10240,4
1730149590142651,0,10240,147816,10240,4
1730149590142651,1,10240,10240,10240,4
1730149590206347,0,10240,147816,10240,4
1730149590206347,1,10240,10240,10240,4
1730149590271289,0,10240,147816,10240,4
1730149590271289,1,10240,10240,10240,4
1730149590338411,0,10240,147768,10240,4
1730149590338411,1,10240,10240,10240,4
1730149590403144,0,10240,147768,10240,4
1730149590403144,1,10240,10240,10240,4
1730149590464246,0,10240,147768,10240,4
1730149590464246,1,10240,10240,10240,4
1730149590529323,0,10240,147768,10240,4
1730149590529323,1,10240,10240,10240,4
1730149590592559,0,10240,147768,10240,4
1730149590592559,1,10240,10240,10240,4
1730149590657000,0,10240,147768,10240,4
1730149590657000,1,10240,10240,10240,4
1730149590722131,0,10240,147768,10240,4
1730149590722131,1,10240,10240,10240,4
1730149590786327,0,10240,147768,10240,4
1730149590786327,1,10240,10240,10240,4
1730149590849461,0,10240,147768,10240,4
1730149590849461,1,10240,10240,10240,4
1730149590913642,0,10240,147768,10240,4
1730149590913642,1,10240,10240,10240,4
1730149590977278,0,10240,147768,10240,4
1730149590977278,1,10240,10240,10240,4
1730149591041180,0,10240,147768,10240,4
1730149591041180,1,10240,10240,10240,4
1730149591105440,0,10240,147768,10240,4
1730149591105440,1,10240,10240,10240,4
1730149591170887,0,10240,147768,10240,4
1730149591170887,1,10240,10240,10240,4
1730149591234876,0,10240,147768,10240,4
1730149591234876,1,10240,10240,10240,4
1730149591296297,0,10240,147768,10240,4
1730149591296297,1,10240,10240,10240,4
1730149591359511,0,10240,147768,10240,4
1730149591359511,1,10240,10240,10240,4
1730149591422628,0,10240,147768,10240,4
1730149591422628,1,10240,10240,10240,4
1730149591487512,0,10240,147768,10240,4
1730149591487512,1,10240,10240,10240,4
1730149591550473,0,10240,147768,10240,4
1730149591550473,1,10240,10240,10240,4
1730149591613166,0,10240,147768,10240,4
1730149591613166,1,10240,10240,10240,4
1730149591676321,0,10240,147768,10240,4
1730149591676321,1,10240,10240,10240,4
1730149591741173,0,10240,147768,10240,4
1730149591741173,1,10240,10240,10240,4
1730149591803257,0,10240,147768,10240,4
1730149591803257,1,10240,10240,10240,4
1730149591867017,0,10240,147792,10240,4
1730149591867017,1,10240,10240,10240,4
1730149591929417,0,10240,147792,10240,4
1730149591929417,1,10240,10240,10240,4
1730149591992405,0,10240,147792,10240,4
1730149591992405,1,10240,10240,10240,4
1730149592055357,0,10240,147792,10240,4
1730149592055357,1,10240,10240,10240,4
1730149592117820,0,10240,147792,10240,4
1730149592117820,1,10240,10240,10240,4
1730149592182936,0,10240,147792,10240,4
1730149592182936,1,10240,10240,10240,4
1730149592248092,0,10240,147792,10240,4
1730149592248092,1,10240,10240,10240,4
1730149592310099,0,10240,147792,10240,4
1730149592310099,1,10240,10240,10240,4
1730149592374465,0,10240,147792,10240,4
1730149592374465,1,10240,10240,10240,4
1730149592437558,0,10240,147792,10240,4
1730149592437558,1,10240,10240,10240,4
1730149592502252,0,10240,147792,10240,4
1730149592502252,1,10240,10240,10240,4
1730149592567465,0,10240,147792,10240,4
1730149592567465,1,10240,10240,10240,4
1730149592630869,0,10240,147792,10240,4
1730149592630869,1,10240,10240,10240,4
1730149592693685,0,10240,147792,10240,4
1730149592693685,1,10240,10240,10240,4
1730149592757788,0,10240,147792,10240,4
1730149592757788,1,10240,10240,10240,4
1730149592820458,0,10240,147792,10240,4
1730149592820458,1,10240,10240,10240,4
1730149592883718,0,10240,147792,10240,4
1730149592883718,1,10240,10240,10240,4
1730149592948218,0,10240,147792,10240,4
1730149592948218,1,10240,10240,10240,4
1730149593011865,0,10240,147792,10240,4
1730149593011865,1,10240,10240,10240,4
1730149593074767,0,10240,147792,10240,4
1730149593074767,1,10240,10240,10240,4
1730149593139806,0,10240,147792,10240,4
1730149593139806,1,10240,10240,10240,4
1730149593203093,0,10240,147792,10240,4
1730149593203093,1,10240,10240,10240,4
1730149593267766,0,10240,147792,10240,4
1730149593267766,1,10240,10240,10240,4
1730149593330605,0,10240,147792,10240,4
1730149593330605,1,10240,10240,10240,4
1730149593393434,0,10240,147792,10240,4
1730149593393434,1,10240,10240,10240,4
1730149593456783,0,10240,147792,10240,4
1730149593456783,1,10240,10240,10240,4
1730149593526369,0,10240,147792,10240,4
1730149593526369,1,10240,10240,10240,4
1730149593591059,0,10240,147792,10240,4
1730149593591059,1,10240,10240,10240,4
1730149593653583,0,10240,147792,10240,4
1730149593653583,1,10240,10240,10240,4
1730149593717312,0,10240,147792,10240,4
1730149593717312,1,10240,10240,10240,4
1730149593781295,0,10240,147792,10240,4
1730149593781295,1,10240,10240,10240,4
1730149593847613,0,10240,147792,10240,4
1730149593847613,1,10240,10240,10240,4
1730149593910448,0,10240,147792,10240,4
1730149593910448,1,10240,10240,10240,4
1730149593975440,0,10240,147792,10240,4
1730149593975440,1,10240,10240,10240,4
1730149594038619,0,10240,147792,10240,4
1730149594038619,1,10240,10240,10240,4
1730149594102994,0,10240,147792,10240,4
1730149594102994,1,10240,10240,10240,4
1730149594166444,0,10240,147792,10240,4
1730149594166444,1,10240,10240,10240,4
1730149594229134,0,10240,147792,10240,4
1730149594229134,1,10240,10240,10240,4
1730149594292069,0,10240,147792,10240,4
1730149594292069,1,10240,10240,10240,4
1730149594357539,0,10240,147792,10240,4
1730149594357539,1,10240,10240,10240,4
1730149594421338,0,10240,147792,10240,4
1730149594421338,1,10240,10240,10240,4
1730149594485998,0,10240,147792,10240,4
1730149594485998,1,10240,10240,10240,4
1730149594549890,0,10240,147792,10240,4
1730149594549890,1,10240,10240,10240,4
1730149594613700,0,10240,147792,10240,4
1730149594613700,1,10240,10240,10240,4
1730149594677737,0,10240,147792,10240,4
1730149594677737,1,10240,10240,10240,4
1730149594742022,0,10240,147792,10240,4
1730149594742022,1,10240,10240,10240,4
1730149594807209,0,10240,147792,10240,4
1730149594807209,1,10240,10240,10240,4
1730149594871892,0,10240,147792,10240,4
1730149594871892,1,10240,10240,10240,4
1730149594936567,0,10240,147792,10240,4
1730149594936567,1,10240,10240,10240,4
1730149595000809,0,10240,147816,10240,4
1730149595000809,1,10240,10240,10240,4
1730149595066741,0,10240,147816,10240,4
1730149595066741,1,10240,10240,10240,4
1730149595130945,0,10240,147816,10240,4
1730149595130945,1,10240,10240,10240,4
1730149595194418,0,10240,147816,10240,4
1730149595194418,1,10240,10240,10240,4
1730149595258392,0,10240,147816,10240,4
1730149595258392,1,10240,10240,10240,4
1730149595322075,0,10240,147816,10240,4
1730149595322075,1,10240,10240,10240,4
1730149595386293,0,10240,147816,10240,4
1730149595386293,1,10240,10240,10240,4
1730149595449666,0,10240,147816,10240,4
1730149595449666,1,10240,10240,10240,4
1730149595513837,0,10240,147816,10240,4
1730149595513837,1,10240,10240,10240,4
1730149595576567,0,10240,147816,10240,4
1730149595576567,1,10240,10240,10240,4
1730149595639623,0,10240,147816,10240,4
1730149595639623,1,10240,10240,10240,4
1730149595705068,0,10240,147816,10240,4
1730149595705068,1,10240,10240,10240,4
1730149595768683,0,10240,147816,10240,4
1730149595768683,1,10240,10240,10240,4
1730149595833715,0,10240,147816,10240,4
1730149595833715,1,10240,10240,10240,4
1730149595898733,0,10240,147816,10240,4
1730149595898733,1,10240,10240,10240,4
1730149595963031,0,10240,147888,10240,4
1730149595963031,1,10240,10240,10240,4
1730149596029128,0,10240,147888,10240,4
1730149596029128,1,10240,10240,10240,4
1730149596094253,0,10240,147888,10240,4
1730149596094253,1,10240,10240,10240,4
1730149596160326,0,10240,147888,10240,4
1730149596160326,1,10240,10240,10240,4
1730149596224195,0,10240,147888,10240,4
1730149596224195,1,10240,10240,10240,4
1730149596290143,0,10240,147888,10240,4
1730149596290143,1,10240,10240,10240,4
1730149596353703,0,10240,147888,10240,4
1730149596353703,1,10240,10240,10240,4
1730149596419995,0,10240,147888,10240,4
1730149596419995,1,10240,10240,10240,4
1730149596488327,0,10240,147888,10240,4
1730149596488327,1,10240,10240,10240,4
1730149596553229,0,10240,147888,10240,4
1730149596553229,1,10240,10240,10240,4
1730149596617101,0,10240,147888,10240,4
1730149596617101,1,10240,10240,10240,4
1730149596682883,0,10240,147888,10240,4
1730149596682883,1,10240,10240,10240,4
1730149596745916,0,10240,147888,10240,4
1730149596745916,1,10240,10240,10240,4
1730149596809213,0,10240,147888,10240,4
1730149596809213,1,10240,10240,10240,4
1730149596873898,0,10240,147888,10240,4
1730149596873898,1,10240,10240,10240,4
1730149596936923,0,10240,147888,10240,4
1730149596936923,1,10240,10240,10240,4
1730149597000803,0,10240,147888,10240,4
1730149597000803,1,10240,10240,10240,4
1730149597063227,0,10240,147888,10240,4
1730149597063227,1,10240,10240,10240,4
1730149597125122,0,10240,147888,10240,4
1730149597125122,1,10240,10240,10240,4
1730149597191226,0,10240,147888,10240,4
1730149597191226,1,10240,10240,10240,4
1730149597253568,0,10240,147888,10240,4
1730149597253568,1,10240,10240,10240,4
1730149597317212,0,10240,147888,10240,4
1730149597317212,1,10240,10240,10240,4
1730149597382247,0,10240,147888,10240,4
1730149597382247,1,10240,10240,10240,4
1730149597447513,0,10240,147888,10240,4
1730149597447513,1,10240,10240,10240,4
1730149597511018,0,10240,147888,10240,4
1730149597511018,1,10240,10240,10240,4
1730149597574866,0,10240,147888,10240,4
1730149597574866,1,10240,10240,10240,4
1730149597640709,0,10240,147888,10240,4
1730149597640709,1,10240,10240,10240,4
1730149597717062,0,10240,147888,10240,4
1730149597717062,1,10240,10240,10240,4
1730149597781548,0,10240,147888,10240,4
1730149597781548,1,10240,10240,10240,4
1730149597845457,0,10240,147888,10240,4
1730149597845457,1,10240,10240,10240,4
1730149597908351,0,10240,147816,10240,4
1730149597908351,1,10240,10240,10240,4
1730149597972934,0,10240,147816,10240,4
1730149597972934,1,10240,10240,10240,4
1730149598036791,0,10240,147816,10240,4
1730149598036791,1,10240,10240,10240,4
1730149598100637,0,10240,147816,10240,4
1730149598100637,1,10240,10240,10240,4
1730149598166422,0,10240,147816,10240,4
1730149598166422,1,10240,10240,10240,4
1730149598234632,0,10240,147816,10240,4
1730149598234632,1,10240,10240,10240,4
1730149598301027,0,10240,147816,10240,4
1730149598301027,1,10240,10240,10240,4
1730149598365968,0,10240,147816,10240,4
1730149598365968,1,10240,10240,10240,4
1730149598429536,0,10240,147816,10240,4
1730149598429536,1,10240,10240,10240,4
1730149598496209,0,10240,147816,10240,4
1730149598496209,1,10240,10240,10240,4
1730149598561988,0,10240,147816,10240,4
1730149598561988,1,10240,10240,10240,4
1730149598626493,0,10240,147816,10240,4
1730149598626493,1,10240,10240,10240,4
1730149598690661,0,10240,147816,10240,4
1730149598690661,1,10240,10240,10240,4
1730149598757842,0,10240,147816,10240,4
1730149598757842,1,10240,10240,10240,4
1730149598821723,0,10240,147816,10240,4
1730149598821723,1,10240,10240,10240,4
1730149598888495,0,10240,147816,10240,4
1730149598888495,1,10240,10240,10240,4
1730149598952395,0,10240,147816,10240,4
1730149598952395,1,10240,10240,10240,4
1730149599016564,0,10240,147816,10240,4
1730149599016564,1,10240,10240,10240,4
1730149599078311,0,10240,147816,10240,4
1730149599078311,1,10240,10240,10240,4
1730149599141237,0,10240,147816,10240,4
1730149599141237,1,10240,10240,10240,4
1730149599203816,0,10240,147816,10240,4
1730149599203816,1,10240,10240,10240,4
1730149599270576,0,10240,147816,10240,4
1730149599270576,1,10240,10240,10240,4
1730149599335341,0,10240,147816,10240,4
1730149599335341,1,10240,10240,10240,4
1730149599399012,0,10240,147816,10240,4
1730149599399012,1,10240,10240,10240,4
1730149599460492,0,10240,147816,10240,4
1730149599460492,1,10240,10240,10240,4
1730149599526138,0,10240,147816,10240,4
1730149599526138,1,10240,10240,10240,4
1730149599590998,0,10240,147816,10240,4
1730149599590998,1,10240,10240,10240,4
1730149599654952,0,10240,147816,10240,4
1730149599654952,1,10240,10240,10240,4
1730149599717862,0,10240,147816,10240,4
1730149599717862,1,10240,10240,10240,4
1730149599779346,0,10240,147816,10240,4
1730149599779346,1,10240,10240,10240,4
1730149599841801,0,10240,147816,10240,4
1730149599841801,1,10240,10240,10240,4
1730149599906721,0,10240,147816,10240,4
1730149599906721,1,10240,10240,10240,4
1730149599970601,0,10240,147816,10240,4
1730149599970601,1,10240,10240,10240,4
1730149600036432,0,10240,147768,10240,4
1730149600036432,1,10240,10240,10240,4
1730149600102341,0,10240,147768,10240,4
1730149600102341,1,10240,10240,10240,4
1730149600164973,0,10240,147816,10240,4
1730149600164973,1,10240,10240,10240,4
1730149600227910,0,10240,147816,10240,4
1730149600227910,1,10240,10240,10240,4
1730149600293429,0,10240,147816,10240,4
1730149600293429,1,10240,10240,10240,4
1730149600356220,0,10240,147816,10240,4
1730149600356220,1,10240,10240,10240,4
1730149600419297,0,10240,147816,10240,4
1730149600419297,1,10240,10240,10240,4
1730149600485171,0,10240,147816,10240,4
1730149600485171,1,10240,10240,10240,4
1730149600547543,0,10240,147816,10240,4
1730149600547543,1,10240,10240,10240,4
1730149600612404,0,10240,147816,10240,4
1730149600612404,1,10240,10240,10240,4
1730149600676317,0,10240,147816,10240,4
1730149600676317,1,10240,10240,10240,4
1730149600741562,0,10240,147816,10240,4
1730149600741562,1,10240,10240,10240,4
1730149600806266,0,10240,147816,10240,4
1730149600806266,1,10240,10240,10240,4
1730149600873068,0,10240,147816,10240,4
1730149600873068,1,10240,10240,10240,4
1730149600938103,0,10240,147816,10240,4
1730149600938103,1,10240,10240,10240,4
1730149601004400,0,10240,147816,10240,4
1730149601004400,1,10240,10240,10240,4
1730149601067890,0,10240,147816,10240,4
1730149601067890,1,10240,10240,10240,4
1730149601132330,0,10240,147816,10240,4
1730149601132330,1,10240,10240,10240,4
1730149601198105,0,10240,147816,10240,4
1730149601198105,1,10240,10240,10240,4
1730149601263121,0,10240,147816,10240,4
1730149601263121,1,10240,10240,10240,4
1730149601329187,0,10240,147816,10240,4
1730149601329187,1,10240,10240,10240,4
1730149601393618,0,10240,147816,10240,4
