Timestamp,core,usr,sys,iowait,soft,idle
2024-11-05 23:50:46.518 , 6.1.0-26-cloud-amd64 , (wenjie-fairdb) , _x86_64_ , (32 ,  , 
2024-11-05 23:50:46.518 ,  ,  ,  ,  ,  , 
2024-11-05 23:50:46.518 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-05 23:50:46.518 , all , 0.12 , 0.06 , 0.31 , 0.03 , 99.47
2024-11-05 23:50:46.518 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 1 , 0.00 , 0.00 , 0.00 , 0.99 , 99.01
2024-11-05 23:50:46.518 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 8 , 1.00 , 1.00 , 0.00 , 0.00 , 98.00
2024-11-05 23:50:46.518 , 9 , 2.00 , 0.00 , 0.00 , 0.00 , 98.00
2024-11-05 23:50:46.518 , 10 , 0.00 , 0.99 , 0.99 , 0.00 , 98.02
2024-11-05 23:50:46.518 , 11 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-05 23:50:46.518 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 20 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 27 , 0.00 , 0.00 , 9.09 , 0.00 , 90.91
2024-11-05 23:50:46.518 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 ,  ,  ,  ,  ,  , 
2024-11-05 23:50:46.518 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-05 23:50:46.518 , all , 0.03 , 0.03 , 0.00 , 0.00 , 99.94
2024-11-05 23:50:46.518 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 9 , 1.00 , 1.00 , 0.00 , 0.00 , 98.00
2024-11-05 23:50:46.518 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 20 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 ,  ,  ,  ,  ,  , 
2024-11-05 23:50:46.518 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-05 23:50:46.518 , all , 0.03 , 0.00 , 0.03 , 0.00 , 99.94
2024-11-05 23:50:46.518 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 9 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-05 23:50:46.518 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 20 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 27 , 0.00 , 0.00 , 0.99 , 0.00 , 99.01
2024-11-05 23:50:46.518 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-05 23:50:46.518 ,  ,  ,  ,  ,  , 
2024-11-05 23:50:46.518 , CPU , %usr , %sys , %iowait , %soft , %idle
